"","Gene_name","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","GENENAME","Biotype"
"1","ENSG00000005448",59.8259694500687,-2.07087393105525,0.725035076012407,-2.85623964904536,0.00428691425430924,0.0401920324035376,"WD repeat domain 54","protein_coding"
"2","ENSG00000007080",76.4458791802669,-2.23046420685001,0.549909054085823,-4.05606016172614,4.99074096199642e-05,0.00134454112240979,"coiled-coil domain containing 124","protein_coding"
"3","ENSG00000008516",68.5744418918445,-2.49625774991584,0.571104580805496,-4.37092930754483,1.23718846659915e-05,0.000419536148673621,"matrix metallopeptidase 25","protein_coding"
"4","ENSG00000009694",37.0794470230926,7.22634972718338,1.22664761580715,5.8911374660997,3.8354632195428e-09,4.92826760029393e-07,"teneurin transmembrane protein 1","protein_coding"
"5","ENSG00000012779",15.5427306421332,7.83008665556618,1.52690553988819,5.12807534652049,2.92719295434729e-07,2.12252629540757e-05,"arachidonate 5-lipoxygenase","protein_coding"
"6","ENSG00000013306",231.359305687548,-2.57048914369485,0.412011914603557,-6.23887089811033,4.40740545174174e-10,7.70278860489018e-08,"solute carrier family 25 member 39","protein_coding"
"7","ENSG00000020129",57.1930864378183,-2.30904986801844,0.58206269653393,-3.96701228539191,7.27792423225108e-05,0.00183727153951938,"neurochondrin","protein_coding"
"8","ENSG00000023191",83.7442418671614,-2.00503646094833,0.531957101958825,-3.76916945664451,0.000163791662026781,0.00350907561889797,"ribonuclease/angiogenin inhibitor 1","protein_coding"
"9","ENSG00000023445",34.9620897090986,2.0938450103536,0.733693826859318,2.85384029918393,0.0043194238996296,0.0404411995877409,"baculoviral IAP repeat containing 3","protein_coding"
"10","ENSG00000029363",72.7290249300639,2.12798032933344,0.584897212877492,3.63821246277533,0.00027453690770652,0.00527110862796519,"BCL2 associated transcription factor 1","protein_coding"
"11","ENSG00000030582",62.7442366502023,-2.78711174842993,0.581938458323504,-4.78935823636621,1.6731555123424e-06,8.08810494477008e-05,"granulin precursor","protein_coding"
"12","ENSG00000031003",31.2019437053351,2.34515555535002,0.800729496893012,2.92877377997149,0.00340301993415232,0.0340601818960091,"family with sequence similarity 13 member B","protein_coding"
"13","ENSG00000032219",16.0469043281203,2.8791067432433,0.987916544811283,2.91432182036518,0.00356462229344749,0.0350598348515701,"AT-rich interaction domain 4A","protein_coding"
"14","ENSG00000032444",96.2091869697106,-2.22164702105044,0.502520827700986,-4.42100485907099,9.82429642976713e-06,0.000345203749579367,"patatin like phospholipase domain containing 6","protein_coding"
"15","ENSG00000036549",32.9275188648563,2.02451643971383,0.714952040505847,2.83168146255157,0.0046303951430196,0.0422118142927743,"zinc finger ZZ-type containing 3","protein_coding"
"16","ENSG00000040341",23.2625019244539,2.71175854245032,0.830755323814777,3.26420844346576,0.00109770375013992,0.0152692831856198,"staufen double-stranded RNA binding protein 2","protein_coding"
"17","ENSG00000043143",95.944873882962,-2.05605621363005,0.50346988717953,-4.08377197124581,4.43105137196069e-05,0.00122772545330423,"jade family PHD finger 2","protein_coding"
"18","ENSG00000049860",31.9226338856164,2.04329067823463,0.726409329557263,2.8128640355982,0.00491024083691808,0.0437492830646192,"hexosaminidase subunit beta","protein_coding"
"19","ENSG00000051523",94.8612215617747,-2.36276258538387,0.541662100602336,-4.36206000522547,1.28843518946531e-05,0.000434751200564137,"cytochrome b-245 alpha chain","protein_coding"
"20","ENSG00000054148",34.7154307493094,-2.46271664212342,0.701137987267495,-3.51245644487361,0.000443984769791334,0.00760351806758225,"phosphohistidine phosphatase 1","protein_coding"
"21","ENSG00000059691",13.498123065096,2.95449513126344,1.05764101417007,2.7934763229486,0.00521448461957622,0.0453919887190696,"glutamyl-tRNA amidotransferase subunit B","protein_coding"
"22","ENSG00000062194",22.5119339168964,2.62385534801349,0.936054643710935,2.80310061559159,0.00506138765210007,0.0445526469435343,"GC-rich promoter binding protein 1","protein_coding"
"23","ENSG00000063177",476.64532474163,-2.41543024789257,0.381528896251749,-6.3309234808227,2.43698186501904e-10,4.74584811199136e-08,"ribosomal protein L18","protein_coding"
"24","ENSG00000064490",28.2020721591209,-2.20088030376734,0.749794567000897,-2.93531108470236,0.00333213442692151,0.0336970745606781,"regulatory factor X associated ankyrin containing protein","protein_coding"
"25","ENSG00000065029",40.6318144380992,-2.23484401353913,0.655183773701453,-3.41101856188135,0.000647206853751521,0.0101178025577302,"zinc finger protein 76","protein_coding"
"26","ENSG00000065548",37.5440002002159,2.07863315096861,0.740069319443981,2.80870061270788,0.00497418804181755,0.0440885119545233,"zinc finger CCCH-type containing 15","protein_coding"
"27","ENSG00000066379",44.2232936711796,-2.03379053818169,0.658413845757553,-3.08892431604573,0.00200882606403732,0.0245819720870348,"zinc ribbon domain containing 1","protein_coding"
"28","ENSG00000070413",67.410056241957,-2.05633765713241,0.561204627971939,-3.66414950026967,0.000248161811928515,0.0048530231972801,"DiGeorge syndrome critical region gene 2","protein_coding"
"29","ENSG00000071894",94.6489865623272,-2.64094182621866,0.551943775198918,-4.78480226589543,1.71155745539393e-06,8.15802490626925e-05,"cleavage and polyadenylation specific factor 1","protein_coding"
"30","ENSG00000074370",213.721201874927,-2.33021645479072,0.480806518909502,-4.84647433665374,1.25674836232907e-06,6.64030762607357e-05,"ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3","protein_coding"
"31","ENSG00000075624",6250.54431402855,-2.46849996386484,0.346374153764092,-7.12668637956767,1.02813989455667e-12,5.00557251521305e-10,"actin beta","protein_coding"
"32","ENSG00000076604",37.0876531276162,-2.18055250850287,0.674319465611291,-3.23370838260785,0.00122194156125599,0.0165581584125663,"TNF receptor associated factor 4","protein_coding"
"33","ENSG00000076924",156.856711582307,-2.09553667557549,0.459838524301529,-4.55711421473114,5.18612263099189e-06,0.00020147478312732,"XPA binding protein 2","protein_coding"
"34","ENSG00000076944",37.3702063965834,-2.06759382737091,0.671063081041235,-3.08107223565748,0.00206256603913972,0.0250150358056518,"syntaxin binding protein 2","protein_coding"
"35","ENSG00000077348",40.4205511783494,-3.54379787130008,0.739855948434298,-4.78984845468845,1.66907319464694e-06,8.08810494477008e-05,"exosome component 5","protein_coding"
"36","ENSG00000077463",26.0418797749863,-2.25677507355992,0.776165205191972,-2.90759629324242,0.00364218191893448,0.0357195855531761,"sirtuin 6","protein_coding"
"37","ENSG00000078808",246.418809397143,-2.58190881196133,0.408851960160586,-6.31502123885433,2.70124375829655e-10,5.11435484904147e-08,"stromal cell derived factor 4","protein_coding"
"38","ENSG00000079435",38.8407648409962,-2.52976396796899,0.700042625184049,-3.61372847446809,0.000301825145664548,0.00565175877156472,"lipase E, hormone sensitive type","protein_coding"
"39","ENSG00000079950",28.064753633049,4.14428068541085,0.839885736155443,4.93433869276218,8.0422778918715e-07,4.72553156129277e-05,"syntaxin 7","protein_coding"
"40","ENSG00000079999",194.227646434561,-2.01350638671546,0.440658028288847,-4.56931737868084,4.89315320512756e-06,0.000193905420035753,"kelch like ECH associated protein 1","protein_coding"
"41","ENSG00000080986",27.6705560116317,2.66183507263991,0.7752604225877,3.43347215346698,0.000595903410528842,0.00948990104244062,"NDC80, kinetochore complex component","protein_coding"
"42","ENSG00000083845",249.019726196957,-2.23063869913852,0.415025497049112,-5.3747027953672,7.67091042385497e-08,6.7902500583111e-06,"ribosomal protein S5","protein_coding"
"43","ENSG00000085644",33.1440940923281,-2.04865182756928,0.700183521432334,-2.92587838025443,0.00343485189215163,0.0341945442935097,"zinc finger protein 213","protein_coding"
